debtor_name,Primary Phone,sunbiz_email,Agent Name,Agent Address,Filing Date,Principal Address,Officer Names,enhanced_distress_level,city,sunbiz_doc_num
CINNAMON TREE CAFE,386-341-2205,kodybologna@gmail.com,,",  ",,",  ","KODY KLING, KODY KLING",LOW,PORT ORANGE,L11000136685
BOUNXOU THAI LLC,727-743-5593,Directtaxservice@bellsouth.net,,",  ",,",  ","Komsun Tantarawongsa, BOUNXOU PHENGVONGSA, BOUNXOU PHENGVONGSA",LOW,JACKSONVILLE,L17000249071
TACOS AL CARBON ROYAL PALM BEACH INC,561-718-0169,knotturno@harpdevelopment.com,,",  ",,",  ","VICTOR        H GONZALEZ, VICTOR        H GONZALEZ, Avi HARPAZ, Amir Harpaz",LOW,"WEST PALM BEACH,",P20000055949
CHURRASCARIA RIO GRANDE LLC,305-439-2196,riograndehialeah@gmail.com,,",  ",,",  ","ROBERT PACHECO, JOSE          A CRUZ",LOW,HIALEAH,L22000170310
DONDE WILKING LATIN FOOD INC,929-544-6265,Soaringeagleslogistics@gmail.com,,",  ",,",  ","MARTIN VARGAS, RYAN RAMSAHAI, RYAN RAMSAHAI, BRANDON GREEN, BRANDON GREEN",LOW,DUNDEE,P22000007046
NOWHERE GRILLE LLC,904-891-3347,monica@plantationbookkeeping.com,,",  ",,",  ","TAMMY INGLE, MONICA        K FOLSOM",LOW,PERRY,L19000240762
KOOK'N WITH KIM LLC,407-683-0815,Kooknwithkim@gmail.com,,",  ",,",  ","SHARISSE WALTON, MICHAEL WALTON, MICHAEL WALTON, MARCELL       PJr. COKE, MARCELL       P COKE",LOW,ORLANDO,L20000021874
MI CARRETA RESTAURANT  AND BAKERY INC,813-333-4156,,,",  ",,",  ",,LOW,ST PETERSBURG,
"BAR B QUE RIBS, CHICKEN & JERK SHACK LLC",786-278-1167,carldecruise@gmail.com,,",  ",,",  ","STEVE         S KARRO, RACHELA       S MATALON, RACHELA       M MATALON, Natasha DeCruise, Caryle DeCruise",LOW,MIAMI SHORES,L12000030672
THAI TO THE MOON,850-848-7262,,,",  ",,",  ",,LOW,ORANGE PARK,
ANTOJITOS NAVIDENOS LLC,863-738-8666,RDACCOUNTING@RDASM.COM,,",  ",,",  ","BOB BLAND, ROGER WOOD, ROGER WOOD, LUIS BARRIOS, LUIS BARRIOS",LOW,LAKELAND,L18000005604
FARM VIBES INC,954-583-2441,FULFILLMENT@ZENBUSINESS.COM,,",  ",,",  ","marsha mullings, SHELDON MULLINGS, SHELDON MULLINGS, KEVIN         M HERZOG, KEVIN         M HERZOG",LOW,BOYNTON BEACH,P22000074622
YARDBIRDS OF NW FLORIDA LLC,850-226-4626,,,",  ",,",  ",,LOW,FT WALTON BEACH,
LA VIE BELLE LLC,786-790-7546,Laviebellemiami@gmail.com,,",  ",,",  ","ANDREA DESTINO, FABIANA GUERRIERI, FABIANA GUERRIERI",LOW,MIAMI BEACH,L23000475215
"LA LEONESA FRITANGA 2, I",786-227-1137,ianthomasforbes@gmail.com,,",  ",,",  ","MARIA         A CASTILLO, MARIA         A CASTILLO, Ian           T Forbes",LOW,MIAMI,P16000099966
LA ESTACION COLOMBIANA INC,321-442-3796,mizq.ch@gmail.com,,",  ",,",  ","Miguel        A Izquierdo Chirinos, Miguel        A Izquierdo Chirinos, BRIAN         L LAVEY, DANIELLE LAVEY, DANIELLE LAVEY",LOW,KISSIMMEE,P08000076396
PABELLON FOOD TRAILER INC,407-591-0290,dwilling@verizon.net,,",  ",,",  ","MARICRUS BRICENO, JESUS         D FUMERO, JESUS         D FUMERO, IVY WILLING, DANIEL        P WILLING",LOW,TAMPA,P17000076337
KINGS POINT ICE CREAM & BURGER,321-695-3194,,,",  ",,",  ",,LOW,ORLANDO,
PIZZA PAZZA INC,386-492-7831,SMBAHOLDINGS@GMAIL.COM,,",  ",,",  ","ENRICO MAGNAGHI, ANDREA        S PEREZ, ENRICO MAGNAGHI, LAURA O'DWYER, EMMETT O'DWYER",LOW,MIAMI,P13000041521
KING EXPRESS INC,407-854-7899,Vitha2406@gmail.com,,",  ",,",  ","Nhon Ly, THA LY, THA LY",LOW,ORLANDO,P00000101704
SUAREZ BBQ INC,305-318-7871,kiryn@houchinconstruction.com,,",  ",,",  ","LIUBA         VPT CAMEJO, CARLOS        MPD SUAREZ, CARLOS        M SUAREZ, THOMAS        R HOUCHIN",LOW,HIALEAH,P13000066048
INDIAN SPICE LLC,305-367-1943,PERSISTALLY2019@GMAIL.COM,,",  ",,",  ","KUMARESAN PERIASWAMY, KUMARESAN PERIASWAMY",LOW,PANAMA CITY,L21000150583
A LO CUBANISIMO FOOD TRUCK LLC,813-599-7745,orestesrp1993@yahoo.com,,",  ",,",  ","ORESTES       J ROJAS PLASENCIA, ORESTES       J ROJAS PLASENCIA",LOW,TAMPA,L23000486750
BILLY JOE'S CONCH QUEEN,305-896-4377,,,",  ",,",  ",,LOW,PEMBROKE PARK,
TACOS 19 LLC,786-326-4413,asielfer89@gmail.com,,",  ",,",  ","LEARIS CHAVEZ, ASIEL FERNANDEZ, Asiel Fernandez",LOW,MIAMI,L20000390808
"ASIAN FIN, INC",561-716-6057,tokyonsx@comcast.net,,",  ",,",  ","Wai Kwan      S YUEN, WAI KWAN YUEN, SANGHEE KIM, SANGHEE KIM, WALTER        G ELSEY",LOW,RIVIERA BEACH,P07000093812
MEGS FLORIDA INC,904-619-0383,,,",  ",,",  ",,LOW,JACKSONVILLE,
LA VACA LOCA CHURRASCARIA LLC,305-354-6919,SKYPERMITSERVICES@GMAIL.COM,,",  ",,",  ",,LOW,HOMESTEAD,
MEXAS TACOS LLC,407-484-6374,business@expertaxfinancial.com,,",  ",,",  ","PAULO COTERA, PAULO COTERA",LOW,ORLANDO,L17000106304
BURGER TRAP CORP,305-331-8762,Karinafernandini@outlook.com,,",  ",,",  ","CESAR LEDEZMA, MARIANA VERENZUELA, MARIANA VERENZUELA, LOURDES       K FERNANDINI, LOURDES       K Fernandini",LOW,HOMESTEAD,P22000085785
CARNE EN VARA EXPRESS FOOD TRUCK CORP,305-457-4288,rpsmith.sbm@aol.com,,",  ",,",  ","ANGELY        R URDANETA, Angely Urdaneta, RICHARD       P SMITH, RICHARD       P SMITH",LOW,MEDLEY,P20000081892
LA CUBANA MEXICANA LLC,772-240-8405,LACUBANAMEXICANA@GMAIL.COM,,",  ",,",  ","STERLYNN      D PULIDO, STERLYNN      D PULIDO",LOW,LIGHTHOUSE POINT,L25000439947
INVERSIONES JC LATIN LLC,727-296-7080,JURBETHMARTINEZ@GMAIL.COM,,",  ",,",  ","BRANKO LUKIC, BRANKO LUKIC, CARLOS        A MESA, CARLOS        A MESA",LOW,BRANDON,L25000025906
FEM FOOD GROUP LLC,813-324-0711,fuatsenwpb@gmail.com,,",  ",,",  ","FUAT SEN, FUAT SEN",LOW,WINTER HAVEN,L24000161742
CINNAMON TREE CAFE LLC,386-341-2205,kodybologna@gmail.com,,",  ",,",  ","KODY KLING, KODY KLING",LOW,PORT ORANGE,L11000136685
ENAS SECRET BAKE CORP,813-452-7662,TASUKI_86@YAHOO.COM,,",  ",,",  ","YANDRY ROQUE PANDO, YANDRY ROQUE PANDO, KAROLINA ALENKINA, KAROLINA ALENKINA",LOW,HIALEAH,P21000098224
FUJI SUSHI INCORPORATED,407-474-2454,FIRSTRESPONDERRX@GMAIL.COM,,",  ",,",  ","SHAMIMARA BEGUM, SHARIFA AKTER, SHARIFA AKTER, DEANNA        P BICHLER, GEOFFREY BICHLER",LOW,ALAFAYA,P19000060916
RIKO  POLLO LLC,786-212-0554,infoabctaxusa@gmail.com,,",  ",,",  ","LIZ BADELL, LUIS MENDOZA, MENDOZA LUIS",LOW,HAINES CITY,L21000279110
BISTROLOGY LLC,850-571-2977,bistrology98@gmail.com,,",  ",,",  ","JAMES O'SULLIVAN, HENRY GUERRERO, JONATAN GALLEN, STEPHANIE TORRES",LOW,MIRAMAR BEACH,L23000027729
TERRA MAR BRAZILIAN STEAKHOUSE INC,727-525-1100,ZGLASSER@BJA-LAW.COM,,",  ",,",  ","Marlete Grichoswski, NANCY         P WORON, DANIEL        A WORON, DANIEL        A WORON",LOW,PINELLAS PARK,P07000117692
DAIQUIRI DECK RAW BAR BR,941-346-1664,,,",  ",,",  ",,LOW,BRADENTON BEACH,
CALI BURGER LLC,727-289-7133,EMES@TAMPABAY.RR.COM,,",  ",,",  ","Tanner Maasdorp, Jennifer Maasdorp, Lance Maasdorp, LANCE MAASDORP, YOSLEY AGUILA",LOW,TAMPA,L19000024128
"MOORE, ELLISON & MCDUFFIE, C.P.A.'S, P.A.",850-877-3149,keith@memcpas.com,,",  ",,",  ",,LOW,TALLAHASSEE,V13242
LAN XANG LAO THAI VIETNAMESE DIM SUM,239-398-2962,lavinahanlotxomphou@gmail.com,,",  ",,",  ","RAFAEL LINTHAVONG, K. LAVINA HANLOTXOMPHOU, LAVINA        K HANLOTXOMPHOU",LOW,CAPE CORAL,L17000261897
"305 CONCEPTS BAYSIDE, LLC",305-505-6474,ap@coyotaco.com,,",  ",,",  ",,LOW,MIAMI,L24000397790
"FIDDLER'S CREEK FOUNDATION, INC.",239-732-9400,STATE@FLORIDABUSINESSFILINGS.COM,WOODWARD MARK,"3200 TAMIAMI TRAIL N STE 200, NAPLES 34103",1996-10-24,"8156 FIDDLER'S CREEK PKWY, NAPLES 34114",Dire: WOODWARD MARK J; PPAR: SI JOSEPH L 8156; caro: Joseph J 8156 FID; : ROBERT 8156 FIDDLER,LOW,NAPLES,N96000005455
EAT MY WAY MIAMI LLC,786-302-0868,eatmywaymiami@gmail.com,,",  ",,",  ","DE AIRES KING, DILAIGLON JULIEN, DILAIGLON JULIEN",LOW,NORTH MIAMI,L19000218763
TYLER FAMILY RESTAURANT LLC,786-539-9552,mog87.jl@gmail.com,,",  ",,",  ","Josue LOUIZA, PIERLINE BAPTISTE, PIERLINE BAPTISTE",LOW,NORTH MIAMI,L13000148804
BAYONET DONUTS LLC,407-408-6130,KHERNANDEZ@WIGGIN.COM,,",  ",,",  ","JESSER        J MIRANDA, JESSER        J MIRANDA, SETH          EESQ. ELLIS",LOW,NAPLES,L25000017584
708 NW 4TH AVE LLC,786-360-9206,gov@propertymgmt.co,,",  ",,",  ","JASON FERRARO, JASON FERRARO, ARTHUR BARTHOLOMEW, ARTHUR BARTHOLOMEW",LOW,MIAMI BEACH,L20000055117
"SOFL DONUTS, LLC",305-766-3723,tiffany@ehglaw.com,,",  ",,",  ","DAPHINE PERKINS, CURTISHA HOOD, KRYSTAL BROWN, JAQUESHA HOOD, JAQUESHA HOOD",LOW,POMPANO BEACH,L18000006992
"AAA COASTAL MANAGEMENT, LLC",239-314-5691,Peter@coastalvacationproperties.net,,",  ",,",  ","PETER ALBERT, CYNTHIA       A CORRENTI",LOW,FORT MYERS BEACH,L21000335114
CHARLOTTE BAKERY & CAFE INC,786-589-1623,YRODRIGUEZ@DPBCPA.COM,,",  ",,",  ","ALAN WILD, LARRY GONZALEZ, EDIL DAVID DAZA, NICK RIVERA CAMINERO",LOW,MIAMI,P20000040199
FIRE ON THE BAYOU LLC,386-956-1879,fireonthebayoufl@gmail.com,,",  ",,",  ","GRACIELA      V VICTORERO, JUAN CARLOS VICTORERO, JUAN CARLOS VICTORERO, JASON ACKERMAN",LOW,ORANGE CITY,L17000076848
"SHUT EM DOWN AUTHENTIC SOUTHERN RESTAURANT, LLC",904-330-8282,shutemdownasr@gmail.com,,",  ",,",  ","Richard       L Jones, Thomas        L Jones, CATHERINE     M JONES, Catherine     M Jones",LOW,JACKSONVILLE,L14000176644
"VENEZIA PIZZA & CAFE, INC.",305-868-2267,jgpr599@hotmail.com,,",  ",,",  ","ISAAK AKOUKA, ISAAK AKOUKA, Joseph Ferrandino, Angelo Pastore, Christopher Roy",LOW,MIAMI BEACH,P99000000815
"LA' DIFFERANCE BAKERY & TAKEOUT RESTAURANT, LLC",321-945-6416,Smanetgtl22@gmail.com,,",  ",,",  ","CAPI SMANE, EMILIE LITUS-CAPI, SMANE CAPI, H             D Harrison",LOW,ORLANDO,L19000145629
THE NOIA GROUP LLC,786-804-1355,camila@orange-accounting.com,,",  ",,",  ","Sharon        Dr. Brown, OWEN WALKER, EDNA          N KWAWU-AMEY, EDWARD        E KWAWU AMEY, MICHAEL TAYLOR",LOW,MIAMI,L15000004813
"ICE DREAMMM SHOP, LLC",727-967-1277,Icedreammmshop@gmail.com,,",  ",,",  ","ANTHONY FURNARI, MICHELLE      C FURNARI, JOSEPH        S SCHEMBRI, JOSEPH        S SCHEMBRI",LOW,LUTZ,L16000039988
HOWLEY REAL ESTATE LLC,813-710-0743,williamhowley@gmail.com,,",  ",,",  ","William       P Howley, WILLIAM       P HOWLEY",LOW,TAMPA,L14000152182
JUICE BREWS LLC,786-499-6848,cgonzalez1082@gmail.com,,",  ",,",  ","ARLENE RUARTE, ARLENE RUARTE, ARLENE RUARTE, MAYRA         G RUBIO LIMON, CHRISTOPHER   J GONZALEZ",LOW,HOMESTEAD,L23000053292
"MAKIN' WAVES, LLC",334-406-4603,makinwaves619@yahoo.com,,",  ",,",  ","CHARLES       W HURD, CHARLES       W HURD, MICHAEL MCMULLIN, MICHAEL MCMULLIN",LOW,CLEARWATER,L05000036309
"SS HOTEL MANAGEMENT, LLC",305-538-1700,EGARCIA@ARTEHOSPITALITY.COM,,",  ",,",  ","TINA          M MEADOWS, TINA          M MEADOWS, NELSON MORA, CARLOS COLL, NELSON MORA",LOW,MIAMI,L19000012338
"26TH DEGREE BREWING COMPANY, LLC",954-532-6964,yg@26brewing.com,,",  ",,",  ","HECTOR        LJR PAGAN- RIVERA, HECTOR PAGAN-FELICIANO, DENIEL MARTINEZ, ALEX MARTINEZ, YONATHAN      Yonath GHERSI",LOW,POMPANO BEACH,L14000037753
HBNB CORP,240-863-1597,SMFE2020@GMAIL.COM,,",  ",,",  ","ZENIADA       M URBINA, MARTHA        L JIMENEZ GUTIERREZ, MIRIAM        C PEREZ, LEOPOLD ANDRES AGUILES, Atanacia      C AGUILES",LOW,MIAMI,P20000003397
"THE BACON BOSS, LLC",949-547-6601,thebaconbossfoodtruck@gmail.com,,",  ",,",  ","CHRISTINA NORLAND, JOSHUA NORLAND, JOSHUA        P NORLAND",LOW,WESLEY CHAPEL,L14000174584
A&Y PROPERTY MANAGEMENT CORP,786-367-1959,acg.svc@gmail.com,,",  ",,",  ","AYLIN MONTERO, AYLIN MONTERO, CLAUDIA CHUQUIZUTA, CLAUDIA CHUQUIZUTA",LOW,MIAMI,P21000060704
PREFERRED LODGING INCORPORATED,786-797-9450,yourgenevarealtor@gmail.com,,",  ",,",  ","EMMANUEL CHARLES, Emmanuel Charles, VICTORIA MYERS",LOW,MIRAMAR,P18000066204
"MIAMI RESIDENCES MANAGEMENT, LLC",305-747-3886,info@miamiresidencespm.com,,",  ",,",  ","HANNAH        E HAGARTY, SEAN          J HAGARTY, SEAN          J HAGARTY, KEVIN DUCROS, XAVIER DOE",LOW,MIAMI BEACH,L16000035755
VILLA PARAISO VACATION RENTALS LLC,786-449-2584,mlopez0104788@gmail.com,,",  ",,",  ","MICHEL        A LOPEZ, MICHEL        A LOPEZ",LOW,MIAMI,L22000375367
"SOUPA UNIVERSITY, LLC",407-440-4687,soupaucf@gmail.com,,",  ",,",  ","HENRIETTA BUSH, JAMES         TSR BUSH, JAMES         TSR. BUSH, Diana Phanthachit, Jimmy Chhun",LOW,ORLANDO,L21000052275
ELEON CAKES LLC,904-503-1741,eradashtoyan@gmail.com,,",  ",,",  ","ERA DASHTOYAN, ERA DASHTOYAN",LOW,JACKSONVILLE,L21000114274
LE BERGER RESTAURANT LLC,561-577-8513,Lebergerllc@gmail.com,,",  ",,",  ","EMMANUEL GEORGES, EMMANUEL GEORGES",LOW,LAKE WORTH,L15000139867
ASUKAR FOODS CORP,786-418-7334,EFILE1234@INCFILE.COM,,",  ",,",  ","BERTA DELGADILLO, NERWIN TIGRERA, MAYLING OJEDA, ASTRID VARGAS, ASTRID VARGAS",LOW,MIAMI,P18000064837
SARAS FOOD GROUP LLC,561-267-9428,saraskitchenllc@yahoo.com,,",  ",,",  ","ANASTASIA RYCHKOVA, RAVSHAN NURALIEV, RAVSHAN NURALIEV, JOSH GRANGROTH, JOSH GRANGROTH",LOW,ST LUCIE,L24000015950
"LA CAÑITA KENDALL, LLC",786-380-7209,rsalvioli@yourbookkeeperus.com,,",  ",,",  ","MASON         AESQ. PERTNOY, MARCUS CHAVANNES, MARDOCHEE DELVA, MARCUS CHAVANNES",LOW,KENDALL,L23000021702
HRB WYNWOOD LLC,305-789-2766,arnaud@cabinet-nisenbaum.com,,",  ",,",  ",HUGO DAYAN,LOW,MIAMI,L23000234864
DONOVAN'S STEAKHOUSE LLC,813-374-9513,john@donovansmeatery.com,,",  ",,",  ","JOHN CAMISA, JOHN CAMISA, JOHN CAMISA",LOW,RIVERVIEW,L20000198631
"PUBBELLY SUSHI, LLC",407-534-6443,joseluis_serrato@grupo2020.mx,,",  ",,",  ","RODOLFO SIBLEZS, RODOLFO SIBLEZS",LOW,MIAMI BEACH,L11000071713
"ATA-SANDBAR, INC.",941-460-8280,YANNRON@OUTLOOK.COM,,",  ",,",  ","SUSAN         M ATAMANCHUK, DONALD        J ATAMANCHUK, ALEJANDRA     M JUFFE, YHAN          S TORRES, VERONICA      C CROSBIE",LOW,ENGLEWOOD,P17000026311
"CM SPANISH GROUP, LLC",786-695-9831,agarcia@calamillormiami.com,,",  ",,",  ","ALBERTO GARCIA PEREZ, ALEJANDRO     J GARCIA",LOW,MIAMI,L19000272293
LITTLE HEN LLC,954-626-0855,EGLEE@ME.COM,,",  ",,",  ","NOEMI VILLAVICENCIO, JORGE         D VILLAVICENCIO, JORGE         D VILLAVICENCIO, ENRIQUE ALTAMIRANO, ENRIQUE ALTAMIRANO",LOW,MIAMI,L16000041210
STAGE PGA LLC,407-340-5136,andy@stagepga.com,,",  ",,",  ",Samantha      A Posch,LOW,PALM BEACH GARDENS,L18000276973
"CAPITAL BROKERS, LLC",954-268-7789,pdavid@capitalbrokersusa.com,,",  ",,",  ","SONIA WILLIAMS, TERENTIA WILLIAMS, TERENTIA WILLIAMS, Paola         A David, Christian     S Giraldo",LOW,NORTH MIAMI,L02000025012
MAYAMERO STREET FOOD LLC,954-661-0714,favilg@gmail.com,,",  ",,",  ","FAVIANNA RODRIGUEZ, LUIS RODULFO",LOW,NORTH MIAMI BEACH,L19000119417
RASPADOS Y FRITANGA RINCON LEONES 2 CORP,786-482-3688,FULFILLMENT@ZENBUSINESS.COM,,",  ",,",  ","MERTICIA BLACK, MERTICIA BLACK, YORLIN BARERRA BACA, YORLIN BARRERA BACA, CHARLES RIVERS",LOW,MIAMI,P25000010635
LOS TARASCOS LLC,813-492-3433,Veronicadlr6@gmail.com,,",  ",,",  ","VERONICA DE LA ROSA BARRAGAN, VERONICA DE LA ROSA BARRAGAN",LOW,PLANT CITY,L21000439228
TIENDA LA HUASTECA INC,727-351-7441,stephen@pprplaw.com,,",  ",,",  ","YURIDIA SILIS VEGA, MARIO HERNANDEZ VITE, Darren Bardell, STEPHEN       G VOGELSANG",LOW,CLEARWATER,P20000061430
LA REINA DE MEXICO VEMEX LLC,727-475-0572,sanchezcleaning01@gmail.com,,",  ",,",  ","ADOLFO        M SANCHEZ, MIKE VEGA",LOW,CLEARWATER,L18000112668
ZOELADY COOKS LLC,786-600-9752,zoeladycooks@gmail.com,,",  ",,",  ","ROBERTO       J MUNOZ CONTE, ROBERTO       J MUNOZ CONTE, Lucsie Francois, OLICIANE FRANCOIS, OLICIANE FRANCOIS",LOW,MIAMI,L20000015879
THE SPOT HOOKAH LOUNGE INC,614-610-5980,marsha@langfordmyers.com,,",  ",,",  ","Narek Balasanyan, Narek Balasanyan, ERIC SCHOTT, MATT          CESQUI MYERS",LOW,JACKSONVILLE,P18000077635
VOODOO BAYOU LLC,386-222-9668,michael@truegrithospitality.com,,",  ",,",  ","Clinton       C PEERY, CLINTON       C PEERY",LOW,PALM BEACH GARDENS,L18000105615
PORT RICHEY CORRAL LLC,703-577-3729,support@ethicalmoneymatters.com,,",  ",,",  ",FASIL YARIT,LOW,PORT RICHEY,L24000191595
"MARINA CAFE, INC.",860-305-5178,GSOCPALLC@GMAIL.COM,,",  ",,",  ","DANIEL BILGER, DANIEL BILGER",LOW,DESTIN,P99000075523
FICELLE BAKERY LLC,954-655-3907,arizk@ficellebakeryusa.com,,",  ",,",  ","KEVIN         P DEHAAN, Kevin DeHaan, DIMITRI RIZK, ANTHONY RIZK, natacha rizk",LOW,MIAMI,L20000069727
JANIE ANN'S PIZZA INC,941-251-4491,Fitpro125@gmail.com,,",  ",,",  ","HILLARY KOESTER, HILLARY KOESTER, RALPH BALZANO, Gidget Balzano, Gigi Balzano",LOW,BRADENTON,P17000052932
GUIDOS PIZZA TIME INC,561-391-9240,FULFILLMENT@ZENBUSINESS.COM,,",  ",,",  ","RUBY SAVOIX, SHEBRAN CAMPBELL, ASHLEY YEARGIN, ANNA VANORE, GUIDO DEFALCO",LOW,BOCA RATON,P22000014044
ORLANDO VACATION RENTALS SERVICES LLC,863-326-7900,orlandovrs@aol.com,,",  ",,",  ","HOLLY LUCAS, HOLLY LUCAS, Mark Suit, ERIC          M CARTER, SUSAN         P CARTER",LOW,LOUGHMAN,L11000029972
JAVIER'S MEXICAN GRILL INC,850-638-2270,jasonchangcpa@gmail.com,,",  ",,",  ","Emily         N Valdovinos, JAVIER VALDOVINOS, JAVIER VALDOVINOS, JASON         S CHANG, MEI ZYH CHANG",LOW,CHIPLEY,P10000100535
HOMELAB SOLUTIONS LLC,305-924-1043,YURIBALART@HOTMAIL.COM,,",  ",,",  ","GERARDO PACHECO, GERARDO PACHECO",LOW,MIAMI,L20000240643
SOLO POLLO LLC,305-797-1235,LRODRIGUEZ2131@GMAIL.COM,,",  ",,",  ","LIRINCTON     SR RODRIGUEZ, LIRINCTON     SR RODRIGUEZ",LOW,MIAMI,L21000376230
WHAT ARE WE CATERING LLC,954-702-7347,Wawcatering954@gmail.com,,",  ",,",  ","Ryan Silpot, LORINZO       III LOVELY, LORINZO       III LOVELY",LOW,MIRAMAR,L22000298826
"AM EDUCATION & SERVICES, INC.",786-382-8244,PORTRAITDIVAS@GMAIL.COM,,",  ",,",  ","ALEJANDRO CARDONA VALENCIA, ALEJANDRO CARDONA VALENCIA, SARAH SOLTREN, ALISON WARING, JENNIFER SOLTREN",LOW,MIAMI,P12000052309
61 BISCUITS PALM BEACH GARDENS LLC,978-835-7334,OLIVER@61-HOLDINGS.COM,,",  ",,",  ","JAMES         F GIOIELLI, JAMES         F GIOIELLI, OLIVER HURD, OLIVER HURD",LOW,PALM BEACH GARDENS,L25000046337
H2OCEAN SEAFOOD MARKET LLC,954-309-9436,h2oceanseafood@yahoo.com,,",  ",,",  ","HERMAN        MII WILCHER, GLENETTE      A WILCHER",LOW,FORT LAUDERDALE,L21000468282
61 BISCUITS ROYAL PALM BEACH LLC,978-835-7334,oliver@61-holdings.com,,",  ",,",  ","OLIVER HURD, OLIVER HURD",LOW,ROYAL PALM BEACH,L24000352029
SPB SOCIAL GROUP LLC,516-359-9286,keith@thetoastedmonkey.com,,",  ",,",  ","ALCIDES MEJIA, MIRIAN        A GAYA MEJIA, MIRIAN        A GAYA MEJIA, Keith D'Angelo, MATTHEW       A VARIO",LOW,ST PETERSBURG,L15000001915
"JR JASZ, INC.",904-296-9665,agriffin@hmfglaw.com,,",  ",,",  ","Jessica       L Gosselin, Ronald        J Gosselin",LOW,JACKSONVILLE,P03000058441
"KINGFISH GRILL, LLC",904-824-2111,kandrew@rizzetta.com,,",  ",,",  ","ANGELO FRAIOLI, KATHLEEN HOYT, RICHARD SCHARTNER, RICHARD SCHARTNER, PAUL          S MACKEY",LOW,ST AUGUSTINE,M04000003257
"RED MESA MERCADO 2, LLC",727-430-4893,lorrie@redmesagroup.com,,",  ",,",  ","PETER         BJR VEYTIA, PETER         BJR VEYTIA",LOW,ST. PETERSBURG,L22000338156
THE TACO CONCEPT 2 LLC,239-850-9451,oz.lingaros@gmail.com,,",  ",,",  ","Rebecca       G Ozturk, Yavuz Ozturk, Yavuz Ozturk",LOW,NAPLES,L20000154971
THE TACO CONCEPT LLC,239-850-9451,oz.lingaros@gmail.com,,",  ",,",  ","ANGELO        III MAFFUCCI, ANGELO        III MAFFUCCI, Rebecca       G Ozturk, YAVUZ OZTURK, Yavuz Ozturk",LOW,NAPLES,L19000066273
ISLAND VIBEZ JAMAICA RESTAURANT & GRILL INC,407-802-0785,sharonsteward23@yahoo.com,,",  ",,",  ","SHARON MOORE, SHARON MOORE, LEOR ELIAYAHU, LEOR ELIYAHU",LOW,ORLANDO,P22000059039
"FRANCOLI SERVICES, LLC",786-813-7641,jolivardia@gmail.com,,",  ",,",  ","Gloria Sanchez, Javier        A Olivardia, Diana         D Franco",LOW,MIAMI,L21000489434
"INTERNATIONAL CORNER CAFE , LLC",407-692-1000,jconde66@yahoo.com,,",  ",,",  ","HOLLY         A GARCIA, HOLLY         A GARCIA, JULIO CONDE, Julio CONDE",LOW,KISSIMMEE,L14000101658
RISE ABOVE ELEVATOR LLC,772-201-7892,kw@riseaboveelevator.com,,",  ",,",  ","DANINA        M RIVERA DE COURTOIS, RANDY         E COURTOIS, DANINA        M RIVERA DE COURTOIS, KENNETH MUSCANERA, GEORGE        KJR. WINN",LOW,PORT SAINT LUCIE,L18000061057
STRAWBERRY BAKERY CAFE INC,903-922-9261,david@gocoastalpools.com,,",  ",,",  ","EDUARDO       V GONZALEZ MARTLAND, ANTONIO       E CASCO, ANTONIO       E CASCO, LAWRENCE      A COMER, DAVID         LJR KAELIN",LOW,DOVER,P19000091969
"GATEWAY DONUTS, LLC",978-273-7155,jgordon@sgordoncorp.com,,",  ",,",  ","ELIUD ACOSTA, CARLOS        JMR QUINONES, WILLIAM       EMR. ACOSTA, WILLIAM       EMR. ACOSTA, JOSHUA        A COLON",LOW,BOYNTON BEACH,L12000003533
"CONGRESS COFFEE, LLC",978-273-7155,jgordon@sgordoncorp.com,,",  ",,",  ","Jason         M Gordon, STANLEY GORDON, STANLEY GORDON, ADRIAN MEDINA-MURGUIA, ADRIAN MEDINA-MURGUIA",LOW,BOYNTON BEACH,L15000049836
CHARLOTTE HARBOR YACHT CLUB INC,941-629-5131,manager@charlotteharboryc.com,Dilaura Debbie,"4400 LISTER STREET, PORT CHARLOTTE 33952",1973-04-17,"4400 LISTER STREET, PORT CHARLOTTE 33952",Comm: Holland Martin A; PMoo: e Steve 4400; aura: Debbie 4400 Lis; : Travis 4400 LISTER; : Russell B 4400 LISTER STRE,LOW,PORT CHARLOTTE,726150
"OFF THE HOOK BAR AND GRILL, LLC",850-625-2295,bkmurdockpcb@yahoo.com,,",  ",,",  ","FANNI ROJAS, JOHANA AYALA, JOHANA AYALA, BRIAN MURDOCK, Brian         K Murdock",LOW,PANAMA CITY,L14000012746
1 MSF LLC,941-253-5699,Brent.schad@milkshakefactory.com,,",  ",,",  ",BRENT         A SCHADENBERG,LOW,BRADENTON,L24000324630
ISLAND BLUE ENTERPRISE LLC,954-681-0330,selenagibson876@gmail.com,,",  ",,",  ","ASHLEY GRAHAM, SELENA GIBSON, SELENA GIBSON",LOW,NORTH MIAMI,L24000189784
BAYPORT PARTNERS LLC,203-216-3898,john.petro@milkshakefactory.com,,",  ",,",  ","JOHN          M PETRO, MAXWELL       D DE MONICO, MAX DE MONICO",LOW,PANAMA CITY BEACH,L23000480911
"BLISSFUL DELIGHTS, LLC",407-361-0599,mmaingi@gmail.com,,",  ",,",  ","MERCY         M NATAL, ARMANDO NATAL, MERCY         M NATAL",LOW,HAINES CITY,L23000548128
