debtor_name,Primary Phone,All Phones,sunbiz_email,city,state,address,zip,num_mcas,enhanced_distress_level
"JR JASZ, INC.",904-296-9665,904-296-9665,agriffin@hmfglaw.com,JACKSONVILLE,FL,6767 PHILIPS INDUSTRIAL BLVD,32256,1,LOW
"KINGFISH GRILL, LLC",904-824-2111,904-824-2111,kandrew@rizzetta.com,ST AUGUSTINE,FL,252 YACHT CLUB DR,32084,1,LOW
"RED MESA MERCADO 2, LLC",727-430-4893,727-430-4893,lorrie@redmesagroup.com,ST. PETERSBURG,FL,3691 46TH AVE N,33714,1,LOW
THE TACO CONCEPT 2 LLC,239-850-9451,239-850-9451,oz.lingaros@gmail.com,NAPLES,FL,410 9TH STREET N.,34102,1,LOW
THE TACO CONCEPT LLC,239-850-9451,239-850-9451,oz.lingaros@gmail.com,NAPLES,FL,410 9TH STREET N.,34102,1,LOW
ISLAND VIBEZ JAMAICA RESTAURANT & GRILL INC,407-802-0785,407-802-0785,sharonsteward23@yahoo.com,ORLANDO,FL,5931 OLD WINTER GARDEN RD,32835,1,LOW
"FRANCOLI SERVICES, LLC",786-813-7641,786-813-7641; 783-813-7641,jolivardia@gmail.com,MIAMI,FL,13304 SOUTHWEST 102ND AVENUE,33176,1,LOW
"INTERNATIONAL CORNER CAFE , LLC",407-692-1000,407-692-1000,jconde66@yahoo.com,KISSIMMEE,FL,5820 W. IRLO BRONSON MEMORIAL HWY.,34746,1,LOW
RISE ABOVE ELEVATOR LLC,772-201-7892,772-201-7892,kw@riseaboveelevator.com,PORT SAINT LUCIE,FL,460 NW CONCOURSE PL UNIT 4,34986,1,LOW
STRAWBERRY BAKERY CAFE INC,903-922-9261,903-922-9261,david@gocoastalpools.com,DOVER,FL,12904 GORE RD,33527,1,LOW
"GATEWAY DONUTS, LLC",978-273-7155,978-273-7155,jgordon@sgordoncorp.com,BOYNTON BEACH,FL,1020 GATEWAY BOULEVARD,33426,1,LOW
"CONGRESS COFFEE, LLC",978-273-7155,978-273-7155,jgordon@sgordoncorp.com,BOYNTON BEACH,FL,300 S CONGRESS AVENEUE STE 100,33426,1,LOW
CHARLOTTE HARBOR YACHT CLUB INC,941-629-5131,941-629-5131,manager@charlotteharboryc.com,PORT CHARLOTTE,FL,4400 LISTER 33952,33952,1,LOW
"OFF THE HOOK BAR AND GRILL, LLC",850-625-2295,850-625-2295,bkmurdockpcb@yahoo.com,PANAMA CITY,FL,3709 LONG JOHN DR,32408,1,LOW
1 MSF LLC,941-253-5699,941-253-5699,Brent.schad@milkshakefactory.com,BRADENTON,FL,7230 MANATEE AVE W,34209,1,LOW
ISLAND BLUE ENTERPRISE LLC,954-681-0330,954-681-0330,selenagibson876@gmail.com,NORTH MIAMI,FL,1401 NW 119TH ST UNIT 6,33167,1,LOW
BAYPORT PARTNERS LLC,203-216-3898,203-216-3898,john.petro@milkshakefactory.com,PANAMA CITY BEACH,FL,11160 PANAMA CITY BEACH PKWY SUITE 405,32407,1,LOW
"BLISSFUL DELIGHTS, LLC",407-361-0599,407-361-0599,mmaingi@gmail.com,HAINES CITY,FL,4132 JOHNSON AVE,33844,1,LOW
HONY & BERLY LLC,413-627-3460,413-627-3460,cravensbfl@gmail.com,NEW SMYRNA BEACH,FL,3155 STATE ROAD 44,32168,1,LOW
116 GRILL DISTRICT LLC,813-733-1818,813-733-1818,ramygeorgy@hotmail.com,PARRISH,FL,"8980 US HIGHWAY 301 N, UNIT #118",34219,1,LOW
"SJ BBQ CHICKEN 1, INC.",727-452-3284,727-452-3284,ERIKAMULTISERVICES@HOTMAIL.COM,WINTER GARDEN,FL,15502 STONEYBROOK WEST PARKWAY #120,34787,1,LOW
KINGDOM P1 CORPORATION,813-629-0332,813-629-0332,FILINGS@SWYFTFILINGS.COM,TALLAHASSEE,FL,1660 W TENNESSEE ST SUITE 3,32304,1,LOW
J&T SWEETS LLC,646-208-0024,646-208-0024,DAVE@REPTAXPRO.COM,DELRAY BEACH,FL,14851 LYONS RD STE 118,33446,1,LOW
"PASSIDE FOODS, INC.",954-662-2070,954-662-2070,RECTIFICADORAROAFL@GMAIL.COM,COCONUT CREEK,FL,"6500 NORTH STATE ROAD 7, SUITE 7",33073,1,LOW
"SUPER SUBS ETC., INC.",305-665-0990,305-665-0990,eh@hortasassociates.com,MIAMI,FL,6380 BIRD RD #4826,33155,1,LOW
LAKE OK LANDING LLC,224-251-8788,224-251-8788,SAMANTHA@hancapitalgroup.com,LINCOLONWOOD,IL,7300 N CICERO STE 201,60712,1,LOW
GOLF BREVARD INC.,321-952-4529,321-952-4529,ksantos9980@gmail.com,MELBOURNE BEACH,FL,2374 OAK ST,32951,1,LOW
"BEAR LAKES COUNTRY CLUB, INC.",561-478-0001,561-478-0001,cfo@bearlakes.org,WEST PALM BEACH,FL,1901 VILLAGE BLVD,33409,1,LOW
HYDE PARK GOLF & COUNTRY CLUB INC,904-786-5410,904-786-5410,play@hydepark.golf,JACKSONVILLE,FL,6439 HYDE GROVE AVE,32210,1,LOW
"PALM BEACH NATIONAL GOLF AND COUNTRY CLUB, INC.",561-965-0044,561-965-0044,govdocs@corpcreations.com,LAKE WORTH,FL,7500 SAINT ANDREWS RD,33467,1,LOW
"SUGAR MILL COUNTRY CLUB, INC.",386-426-5200,386-426-5200,payroll@sugarmillcc.com,NEW SMYRNA BEACH,FL,100 CLUB HOUSE CIR,32168,1,LOW
"HIGHLAND WOODS GOLF & COUNTRY CLUB, INC.",239-495-9332,239-495-9332,DBEAUDETTE@MERZBACHLAW.COM,BONITA SPRINGS,FL,9100 HIGHLAND WOODS BOULEVARD,34136,1,LOW
"HEALTHY NOURISHMENTS 2GO, LLC",813-898-4848,813-898-4848,,WESLEY CHAPEL,FL,29112 PERILLI PL,33543,1,LOW
"CAIN FAMILY ENTERPRISES, LLC",904-769-9060,904-769-9060,jeremy.cain@firehousesubs.com,MACCLENNY,FL,11 SOUTH BLVD EAST SUITE 205,32063,1,LOW
WOODS PROJECTS LLC,407-436-4618,407-436-4618,mykeyz73@me.com,LAKE CITY,FL,149 SW WOOLSEY GIN,32024,1,LOW
"SUBWAY 399, INC",850-384-5232,850-384-5232,ponce937@gmail.com,GULF BREEZE,FL,1525 OCEAN BREEZE LANE,32563,1,LOW
"AJEEN, LLC",904-396-9922,904-396-9922,accounting@mhospitalityfl.com,JACKSONVILLE,FL,2107 HENDRICKS AVE,32207,1,LOW
"SCENIC STAYS, LLC",850-654-6217,850-654-6217; 231-330-4674,anne@bbahoa.com,DESTIN,FL,P O BOX 5383,32540,1,LOW
"CINNAMON TREE CAFE, L.L.C.",386-341-2205,386-341-2205,kodybologna@gmail.com,PORT ORANGE,FL,1665 DUNLAWTON AVESUITE 103,32127,1,LOW
PEREZ SERGIO,954-662-4891,954-662-4891,,STUART,FL,2961 SW PORPOISE CIR,34997,1,LOW
"BEACH LUXURY VACATIONS, LLC",850-737-0044,850-737-0044,tabitha@beachluxuryvacations.com,MIRAMAR BEACH,FL,28 ANTILLES COVE,32550,1,LOW
